extension,percentage,total
o61535,9.026924608028366e-07,2
e61536,9.026924608028366e-07,2
o61536,9.026924608028366e-07,2
e62124,9.026924608028366e-07,2
o62124,9.026924608028366e-07,2
e62519,1.8053849216056732e-06,4
o62519,1.8053849216056732e-06,4
e61537,9.026924608028366e-07,2
o61537,9.026924608028366e-07,2
e61538,9.026924608028366e-07,2
o61538,9.026924608028366e-07,2
e62395,9.026924608028366e-07,2
o62395,9.026924608028366e-07,2
e61018,9.026924608028366e-07,2
o61018,9.026924608028366e-07,2
e61019,9.026924608028366e-07,2
o61019,9.026924608028366e-07,2
e61020,9.026924608028366e-07,2
o61020,9.026924608028366e-07,2
e61021,9.026924608028366e-07,2
o61021,9.026924608028366e-07,2
e61022,9.026924608028366e-07,2
o61022,9.026924608028366e-07,2
e61023,9.026924608028366e-07,2
o61023,9.026924608028366e-07,2
e61024,9.026924608028366e-07,2
o61024,9.026924608028366e-07,2
e61025,9.026924608028366e-07,2
o61025,9.026924608028366e-07,2
e61026,9.026924608028366e-07,2
o61026,9.026924608028366e-07,2
e61027,9.026924608028366e-07,2
o61027,9.026924608028366e-07,2
e61539,9.026924608028366e-07,2
o61539,9.026924608028366e-07,2
e61540,9.026924608028366e-07,2
o61540,9.026924608028366e-07,2
e61541,9.026924608028366e-07,2
o61541,9.026924608028366e-07,2
e61542,9.026924608028366e-07,2
o61542,9.026924608028366e-07,2
e61543,9.026924608028366e-07,2
o61543,9.026924608028366e-07,2
e61544,9.026924608028366e-07,2
o61544,9.026924608028366e-07,2
e61545,9.026924608028366e-07,2
o61545,9.026924608028366e-07,2
e62125,9.026924608028366e-07,2
o62125,9.026924608028366e-07,2
e62126,9.026924608028366e-07,2
o62126,9.026924608028366e-07,2
e61546,9.026924608028366e-07,2
o61546,9.026924608028366e-07,2
e61547,9.026924608028366e-07,2
o61547,9.026924608028366e-07,2
e61548,9.026924608028366e-07,2
o61548,9.026924608028366e-07,2
e61028,9.026924608028366e-07,2
o61028,9.026924608028366e-07,2
e61029,9.026924608028366e-07,2
o61029,9.026924608028366e-07,2
e61030,9.026924608028366e-07,2
o61030,9.026924608028366e-07,2
e61031,9.026924608028366e-07,2
o61031,9.026924608028366e-07,2
e61032,9.026924608028366e-07,2
o61032,9.026924608028366e-07,2
e61033,9.026924608028366e-07,2
o61033,9.026924608028366e-07,2
e61034,9.026924608028366e-07,2
o61034,9.026924608028366e-07,2
e61035,9.026924608028366e-07,2
o61035,9.026924608028366e-07,2
e61036,9.026924608028366e-07,2
o61036,9.026924608028366e-07,2
e61037,9.026924608028366e-07,2
o61037,9.026924608028366e-07,2
e61549,9.026924608028366e-07,2
o61549,9.026924608028366e-07,2
e61550,9.026924608028366e-07,2
o61550,9.026924608028366e-07,2
e61551,9.026924608028366e-07,2
o61551,9.026924608028366e-07,2
e61552,9.026924608028366e-07,2
o61552,9.026924608028366e-07,2
e61553,9.026924608028366e-07,2
e62160,9.026924608028366e-07,2
o61553,9.026924608028366e-07,2
o62160,9.026924608028366e-07,2
e61554,9.026924608028366e-07,2
o61554,9.026924608028366e-07,2
e61555,9.026924608028366e-07,2
o61555,9.026924608028366e-07,2
e62127,9.026924608028366e-07,2
o62127,9.026924608028366e-07,2
e62128,9.026924608028366e-07,2
o62128,9.026924608028366e-07,2
e61556,9.026924608028366e-07,2
o61556,9.026924608028366e-07,2
e61557,9.026924608028366e-07,2
o61557,9.026924608028366e-07,2
e61558,9.026924608028366e-07,2
o61558,9.026924608028366e-07,2
e61038,9.026924608028366e-07,2
o61038,9.026924608028366e-07,2
e61039,9.026924608028366e-07,2
o61039,9.026924608028366e-07,2
e61040,9.026924608028366e-07,2
o61040,9.026924608028366e-07,2
e61041,9.026924608028366e-07,2
o61041,9.026924608028366e-07,2
e61042,9.026924608028366e-07,2
o61042,9.026924608028366e-07,2
e61043,9.026924608028366e-07,2
o61043,9.026924608028366e-07,2
e61044,9.026924608028366e-07,2
o61044,9.026924608028366e-07,2
e61045,9.026924608028366e-07,2
o61045,9.026924608028366e-07,2
e61046,9.026924608028366e-07,2
o61046,9.026924608028366e-07,2
e61047,9.026924608028366e-07,2
o61047,9.026924608028366e-07,2
e61559,9.026924608028366e-07,2
o61559,9.026924608028366e-07,2
e61560,9.026924608028366e-07,2
o61560,9.026924608028366e-07,2
e61561,9.026924608028366e-07,2
o61561,9.026924608028366e-07,2
e61562,9.026924608028366e-07,2
o61562,9.026924608028366e-07,2
e61563,9.026924608028366e-07,2
o61563,9.026924608028366e-07,2
e61564,9.026924608028366e-07,2
o61564,9.026924608028366e-07,2
e61565,9.026924608028366e-07,2
o61565,9.026924608028366e-07,2
e62129,9.026924608028366e-07,2
o62129,9.026924608028366e-07,2
e62130,9.026924608028366e-07,2
o62130,9.026924608028366e-07,2
e61566,9.026924608028366e-07,2
o61566,9.026924608028366e-07,2
e61567,9.026924608028366e-07,2
o61567,9.026924608028366e-07,2
e61568,9.026924608028366e-07,2
o61568,9.026924608028366e-07,2
e61048,9.026924608028366e-07,2
o61048,9.026924608028366e-07,2
e61049,9.026924608028366e-07,2
o61049,9.026924608028366e-07,2
e61050,9.026924608028366e-07,2
o61050,9.026924608028366e-07,2
e61051,9.026924608028366e-07,2
o61051,9.026924608028366e-07,2
e61052,9.026924608028366e-07,2
o61052,9.026924608028366e-07,2
e61053,9.026924608028366e-07,2
o61053,9.026924608028366e-07,2
e61054,9.026924608028366e-07,2
o61054,9.026924608028366e-07,2
e61055,9.026924608028366e-07,2
o61055,9.026924608028366e-07,2
e61056,9.026924608028366e-07,2
o61056,9.026924608028366e-07,2
e61057,9.026924608028366e-07,2
o61057,9.026924608028366e-07,2
e61569,9.026924608028366e-07,2
o61569,9.026924608028366e-07,2
e61570,9.026924608028366e-07,2
o61570,9.026924608028366e-07,2
e61571,9.026924608028366e-07,2
o61571,9.026924608028366e-07,2
e61572,9.026924608028366e-07,2
o61572,9.026924608028366e-07,2
e61573,9.026924608028366e-07,2
e62161,9.026924608028366e-07,2
o61573,9.026924608028366e-07,2
o62161,9.026924608028366e-07,2
e61574,9.026924608028366e-07,2
o61574,9.026924608028366e-07,2
e61575,9.026924608028366e-07,2
o61575,9.026924608028366e-07,2
e62131,9.026924608028366e-07,2
o62131,9.026924608028366e-07,2
e62132,9.026924608028366e-07,2
o62132,9.026924608028366e-07,2
e61576,9.026924608028366e-07,2
o61576,9.026924608028366e-07,2
e61577,9.026924608028366e-07,2
o61577,9.026924608028366e-07,2
e61578,9.026924608028366e-07,2
o61578,9.026924608028366e-07,2
e61058,9.026924608028366e-07,2
o61058,9.026924608028366e-07,2
e61059,9.026924608028366e-07,2
o61059,9.026924608028366e-07,2
e61060,9.026924608028366e-07,2
o61060,9.026924608028366e-07,2
e61061,9.026924608028366e-07,2
o61061,9.026924608028366e-07,2
e61062,9.026924608028366e-07,2
o61062,9.026924608028366e-07,2
e61063,9.026924608028366e-07,2
o61063,9.026924608028366e-07,2
e61064,9.026924608028366e-07,2
o61064,9.026924608028366e-07,2
e61065,9.026924608028366e-07,2
o61065,9.026924608028366e-07,2
e61066,9.026924608028366e-07,2
o61066,9.026924608028366e-07,2
e61067,9.026924608028366e-07,2
o61067,9.026924608028366e-07,2
e61579,9.026924608028366e-07,2
o61579,9.026924608028366e-07,2
e61580,9.026924608028366e-07,2
o61580,9.026924608028366e-07,2
e61581,9.026924608028366e-07,2
o61581,9.026924608028366e-07,2
e61582,9.026924608028366e-07,2
o61582,9.026924608028366e-07,2
e61583,9.026924608028366e-07,2
o61583,9.026924608028366e-07,2
e61584,9.026924608028366e-07,2
o61584,9.026924608028366e-07,2
e61585,9.026924608028366e-07,2
o61585,9.026924608028366e-07,2
e62133,9.026924608028366e-07,2
o62133,9.026924608028366e-07,2
e62134,9.026924608028366e-07,2
o62134,9.026924608028366e-07,2
e61586,9.026924608028366e-07,2
o61586,9.026924608028366e-07,2
e61587,9.026924608028366e-07,2
o61587,9.026924608028366e-07,2
e61588,9.026924608028366e-07,2
o61588,9.026924608028366e-07,2
e61068,9.026924608028366e-07,2
o61068,9.026924608028366e-07,2
e61069,9.026924608028366e-07,2
o61069,9.026924608028366e-07,2
e61070,9.026924608028366e-07,2
o61070,9.026924608028366e-07,2
e61071,9.026924608028366e-07,2
o61071,9.026924608028366e-07,2
e61072,9.026924608028366e-07,2
o61072,9.026924608028366e-07,2
e61073,9.026924608028366e-07,2
o61073,9.026924608028366e-07,2
e61074,9.026924608028366e-07,2
o61074,9.026924608028366e-07,2
e61075,9.026924608028366e-07,2
o61075,9.026924608028366e-07,2
e61076,9.026924608028366e-07,2
o61076,9.026924608028366e-07,2
e61077,9.026924608028366e-07,2
o61077,9.026924608028366e-07,2
e61589,9.026924608028366e-07,2
o61589,9.026924608028366e-07,2
e61590,9.026924608028366e-07,2
o61590,9.026924608028366e-07,2
e61591,9.026924608028366e-07,2
o61591,9.026924608028366e-07,2
e61592,9.026924608028366e-07,2
o61592,9.026924608028366e-07,2
e61593,9.026924608028366e-07,2
o61593,9.026924608028366e-07,2
e61594,9.026924608028366e-07,2
o61594,9.026924608028366e-07,2
e61595,9.026924608028366e-07,2
o61595,9.026924608028366e-07,2
e62135,9.026924608028366e-07,2
o62135,9.026924608028366e-07,2
e62136,9.026924608028366e-07,2
o62136,9.026924608028366e-07,2
e61596,9.026924608028366e-07,2
o61596,9.026924608028366e-07,2
e61597,9.026924608028366e-07,2
o61597,9.026924608028366e-07,2
e61598,9.026924608028366e-07,2
o61598,9.026924608028366e-07,2
e61078,9.026924608028366e-07,2
o61078,9.026924608028366e-07,2
e61079,9.026924608028366e-07,2
o61079,9.026924608028366e-07,2
e61080,9.026924608028366e-07,2
o61080,9.026924608028366e-07,2
e61081,9.026924608028366e-07,2
o61081,9.026924608028366e-07,2
e61082,9.026924608028366e-07,2
o61082,9.026924608028366e-07,2
e61083,9.026924608028366e-07,2
o61083,9.026924608028366e-07,2
e61084,9.026924608028366e-07,2
o61084,9.026924608028366e-07,2
e61085,9.026924608028366e-07,2
o61085,9.026924608028366e-07,2
e61086,9.026924608028366e-07,2
o61086,9.026924608028366e-07,2
e61087,9.026924608028366e-07,2
o61087,9.026924608028366e-07,2
e61599,9.026924608028366e-07,2
o61599,9.026924608028366e-07,2
e61600,9.026924608028366e-07,2
o61600,9.026924608028366e-07,2
e61601,9.026924608028366e-07,2
o61601,9.026924608028366e-07,2
e61602,9.026924608028366e-07,2
o61602,9.026924608028366e-07,2
e61603,9.026924608028366e-07,2
o61603,9.026924608028366e-07,2
e62137,9.026924608028366e-07,2
o62137,9.026924608028366e-07,2
e61604,9.026924608028366e-07,2
o61604,9.026924608028366e-07,2
e62162,9.026924608028366e-07,2
o62162,9.026924608028366e-07,2
e62163,9.026924608028366e-07,2
o62163,9.026924608028366e-07,2
e61605,9.026924608028366e-07,2
o61605,9.026924608028366e-07,2
e61606,9.026924608028366e-07,2
o61606,9.026924608028366e-07,2
e61607,9.026924608028366e-07,2
o61607,9.026924608028366e-07,2
mol2,0.00011464194252196025,254
I_flat,2.3018657750472332e-05,51
Z_flat,2.3018657750472332e-05,51
I(V)_flat,3.159423612809928e-06,7
vasp,8.12423214722553e-06,18
npy,0.000958208047142211,2123
pth,4.062116073612765e-06,9
input,9.478270838429784e-06,21
DAT,1.354038691204255e-06,3
DB,1.354038691204255e-06,3
PNG,1.354038691204255e-06,3
PROB,1.354038691204255e-06,3
KEY,2.70807738240851e-06,6
dream3d,7.672885916824111e-06,17
plugin,4.964808534415601e-06,11
h5ebsd,5.41615476481702e-06,12
xdmf,5.41615476481702e-06,12
fs,9.658809330590352e-05,214
set,4.242654565773332e-05,94
tersoff,4.062116073612765e-06,9
airebo,4.513462304014183e-07,1
sw,2.2567311520070916e-06,5
comb3,1.8053849216056732e-06,4
comb,4.513462304014183e-07,1
NiAlO,4.513462304014183e-07,1
eim,4.513462304014183e-07,1
Fe_O_C_H,4.513462304014183e-07,1
V_O_C_H,4.513462304014183e-07,1
ZnOH,4.513462304014183e-07,1
cho,4.513462304014183e-07,1
rdx,4.513462304014183e-07,1
bch,7.672885916824111e-06,17
mss,9.478270838429784e-06,21
2380691,9.026924608028366e-07,2
lamprun,1.1735001990436877e-05,26
COD,7.221539686422693e-06,16
epf,7.221539686422693e-06,16
cod,7.221539686422693e-06,16
3,2.2567311520070916e-06,5
sxb,4.513462304014183e-07,1
wts,4.513462304014183e-07,1
tex,7.221539686422693e-06,16
pos,4.513462304014183e-07,1
rrng,4.513462304014183e-07,1
cdr,3.6107698432113464e-06,8
tmp,9.026924608028366e-07,2
smi,9.026924608028366e-07,2
CONTCAR,2.70807738240851e-06,6
INCAR,4.513462304014183e-07,1
OUTCAR,4.513462304014183e-07,1
POTCAR,4.513462304014183e-07,1
PROCAR,5.41615476481702e-06,12
dat_l,9.026924608028366e-07,2
dat_r,9.026924608028366e-07,2
e63013,9.026924608028366e-07,2
o63013,9.026924608028366e-07,2
e63014,9.026924608028366e-07,2
o63014,9.026924608028366e-07,2
e63015,9.026924608028366e-07,2
o63015,9.026924608028366e-07,2
e63016,9.026924608028366e-07,2
o63016,9.026924608028366e-07,2
e63181,9.026924608028366e-07,2
e63445,9.026924608028366e-07,2
e63475,9.026924608028366e-07,2
e63565,9.026924608028366e-07,2
e63599,9.026924608028366e-07,2
o63181,9.026924608028366e-07,2
o63445,9.026924608028366e-07,2
o63475,9.026924608028366e-07,2
o63565,9.026924608028366e-07,2
o63599,9.026924608028366e-07,2
e63182,9.026924608028366e-07,2
o63182,9.026924608028366e-07,2
e63183,9.026924608028366e-07,2
o63183,9.026924608028366e-07,2
e63021,9.026924608028366e-07,2
o63021,9.026924608028366e-07,2
e63022,9.026924608028366e-07,2
o63022,9.026924608028366e-07,2
e63023,9.026924608028366e-07,2
o63023,9.026924608028366e-07,2
e63024,9.026924608028366e-07,2
o63024,9.026924608028366e-07,2
e63184,9.026924608028366e-07,2
e63447,9.026924608028366e-07,2
e63693,9.026924608028366e-07,2
o63184,9.026924608028366e-07,2
o63447,9.026924608028366e-07,2
o63693,9.026924608028366e-07,2
e63185,9.026924608028366e-07,2
o63185,9.026924608028366e-07,2
e63186,9.026924608028366e-07,2
o63186,9.026924608028366e-07,2
e63025,9.026924608028366e-07,2
o63025,9.026924608028366e-07,2
e63026,9.026924608028366e-07,2
o63026,9.026924608028366e-07,2
e63027,9.026924608028366e-07,2
o63027,9.026924608028366e-07,2
e63028,9.026924608028366e-07,2
o63028,9.026924608028366e-07,2
e63187,9.026924608028366e-07,2
e63448,9.026924608028366e-07,2
e63694,9.026924608028366e-07,2
o63187,9.026924608028366e-07,2
o63448,9.026924608028366e-07,2
o63694,9.026924608028366e-07,2
e63188,9.026924608028366e-07,2
o63188,9.026924608028366e-07,2
e63189,9.026924608028366e-07,2
o63189,9.026924608028366e-07,2
e63029,9.026924608028366e-07,2
o63029,9.026924608028366e-07,2
e63030,9.026924608028366e-07,2
o63030,9.026924608028366e-07,2
e63031,9.026924608028366e-07,2
o63031,9.026924608028366e-07,2
e63032,9.026924608028366e-07,2
o63032,9.026924608028366e-07,2
e63190,9.026924608028366e-07,2
e63449,9.026924608028366e-07,2
e63695,9.026924608028366e-07,2
e63914,9.026924608028366e-07,2
o63190,9.026924608028366e-07,2
o63449,9.026924608028366e-07,2
o63695,9.026924608028366e-07,2
o63914,9.026924608028366e-07,2
e63191,9.026924608028366e-07,2
o63191,9.026924608028366e-07,2
e63192,9.026924608028366e-07,2
o63192,9.026924608028366e-07,2
e63033,9.026924608028366e-07,2
o63033,9.026924608028366e-07,2
e63034,9.026924608028366e-07,2
o63034,9.026924608028366e-07,2
e63035,9.026924608028366e-07,2
o63035,9.026924608028366e-07,2
e63036,9.026924608028366e-07,2
o63036,9.026924608028366e-07,2
e63193,9.026924608028366e-07,2
e63450,9.026924608028366e-07,2
e63696,9.026924608028366e-07,2
o63193,9.026924608028366e-07,2
o63450,9.026924608028366e-07,2
o63696,9.026924608028366e-07,2
e63194,9.026924608028366e-07,2
o63194,9.026924608028366e-07,2
e63195,9.026924608028366e-07,2
o63195,9.026924608028366e-07,2
e63037,9.026924608028366e-07,2
o63037,9.026924608028366e-07,2
e63038,9.026924608028366e-07,2
o63038,9.026924608028366e-07,2
e63039,9.026924608028366e-07,2
o63039,9.026924608028366e-07,2
e63040,9.026924608028366e-07,2
e63444,9.026924608028366e-07,2
o63040,9.026924608028366e-07,2
o63444,9.026924608028366e-07,2
e63196,9.026924608028366e-07,2
e63451,9.026924608028366e-07,2
e63697,9.026924608028366e-07,2
o63196,9.026924608028366e-07,2
o63451,9.026924608028366e-07,2
o63697,9.026924608028366e-07,2
e63197,9.026924608028366e-07,2
o63197,9.026924608028366e-07,2
e63458,9.026924608028366e-07,2
o63458,9.026924608028366e-07,2
e63041,9.026924608028366e-07,2
o63041,9.026924608028366e-07,2
e63042,9.026924608028366e-07,2
o63042,9.026924608028366e-07,2
e63043,9.026924608028366e-07,2
o63043,9.026924608028366e-07,2
e63044,9.026924608028366e-07,2
o63044,9.026924608028366e-07,2
e63198,9.026924608028366e-07,2
e63452,9.026924608028366e-07,2
e63698,9.026924608028366e-07,2
o63198,9.026924608028366e-07,2
o63452,9.026924608028366e-07,2
o63698,9.026924608028366e-07,2
e63199,9.026924608028366e-07,2
o63199,9.026924608028366e-07,2
e63200,9.026924608028366e-07,2
o63200,9.026924608028366e-07,2
e63045,9.026924608028366e-07,2
o63045,9.026924608028366e-07,2
e63046,9.026924608028366e-07,2
o63046,9.026924608028366e-07,2
e63047,9.026924608028366e-07,2
o63047,9.026924608028366e-07,2
e63048,9.026924608028366e-07,2
o63048,9.026924608028366e-07,2
e63201,9.026924608028366e-07,2
e63453,9.026924608028366e-07,2
e63699,9.026924608028366e-07,2
o63201,9.026924608028366e-07,2
o63453,9.026924608028366e-07,2
o63699,9.026924608028366e-07,2
e63202,9.026924608028366e-07,2
o63202,9.026924608028366e-07,2
e63203,9.026924608028366e-07,2
o63203,9.026924608028366e-07,2
e63049,9.026924608028366e-07,2
o63049,9.026924608028366e-07,2
e63050,9.026924608028366e-07,2
o63050,9.026924608028366e-07,2
e63051,9.026924608028366e-07,2
o63051,9.026924608028366e-07,2
e63052,9.026924608028366e-07,2
o63052,9.026924608028366e-07,2
e63204,9.026924608028366e-07,2
e63454,9.026924608028366e-07,2
e63700,9.026924608028366e-07,2
o63204,9.026924608028366e-07,2
o63454,9.026924608028366e-07,2
o63700,9.026924608028366e-07,2
e63205,9.026924608028366e-07,2
o63205,9.026924608028366e-07,2
e63206,9.026924608028366e-07,2
o63206,9.026924608028366e-07,2
e55289,9.026924608028366e-07,2
o55289,9.026924608028366e-07,2
e55290,9.026924608028366e-07,2
o55290,9.026924608028366e-07,2
e55291,9.026924608028366e-07,2
o55291,9.026924608028366e-07,2
e55292,9.026924608028366e-07,2
o55292,9.026924608028366e-07,2
e55400,9.026924608028366e-07,2
e55823,9.026924608028366e-07,2
e92374,9.026924608028366e-07,2
o55400,9.026924608028366e-07,2
o55823,9.026924608028366e-07,2
o92374,9.026924608028366e-07,2
e55401,9.026924608028366e-07,2
o55401,9.026924608028366e-07,2
e55402,9.026924608028366e-07,2
o55402,9.026924608028366e-07,2
e55526,9.026924608028366e-07,2
o55526,9.026924608028366e-07,2
e55527,9.026924608028366e-07,2
o55527,9.026924608028366e-07,2
e55403,9.026924608028366e-07,2
o55403,9.026924608028366e-07,2
e55404,9.026924608028366e-07,2
o55404,9.026924608028366e-07,2
e55405,9.026924608028366e-07,2
o55405,9.026924608028366e-07,2
e55406,9.026924608028366e-07,2
o55406,9.026924608028366e-07,2
e55293,9.026924608028366e-07,2
o55293,9.026924608028366e-07,2
e55294,9.026924608028366e-07,2
o55294,9.026924608028366e-07,2
e55295,9.026924608028366e-07,2
o55295,9.026924608028366e-07,2
e55296,9.026924608028366e-07,2
o55296,9.026924608028366e-07,2
e55407,9.026924608028366e-07,2
e55825,9.026924608028366e-07,2
e92375,9.026924608028366e-07,2
o55407,9.026924608028366e-07,2
o55825,9.026924608028366e-07,2
o92375,9.026924608028366e-07,2
e55408,9.026924608028366e-07,2
o55408,9.026924608028366e-07,2
e55409,9.026924608028366e-07,2
o55409,9.026924608028366e-07,2
e55528,9.026924608028366e-07,2
o55528,9.026924608028366e-07,2
e55529,9.026924608028366e-07,2
o55529,9.026924608028366e-07,2
e55410,9.026924608028366e-07,2
o55410,9.026924608028366e-07,2
e55411,9.026924608028366e-07,2
o55411,9.026924608028366e-07,2
e55412,9.026924608028366e-07,2
o55412,9.026924608028366e-07,2
e55413,9.026924608028366e-07,2
o55413,9.026924608028366e-07,2
e55297,9.026924608028366e-07,2
o55297,9.026924608028366e-07,2
e55298,9.026924608028366e-07,2
o55298,9.026924608028366e-07,2
e55299,9.026924608028366e-07,2
o55299,9.026924608028366e-07,2
e55300,9.026924608028366e-07,2
o55300,9.026924608028366e-07,2
e55414,9.026924608028366e-07,2
e55826,9.026924608028366e-07,2
e92376,9.026924608028366e-07,2
o55414,9.026924608028366e-07,2
o55826,9.026924608028366e-07,2
o92376,9.026924608028366e-07,2
e55415,9.026924608028366e-07,2
o55415,9.026924608028366e-07,2
e55416,9.026924608028366e-07,2
o55416,9.026924608028366e-07,2
e55530,9.026924608028366e-07,2
o55530,9.026924608028366e-07,2
e55531,9.026924608028366e-07,2
o55531,9.026924608028366e-07,2
e55417,9.026924608028366e-07,2
